,AGE,SEX,CLASS,INCTOT
44730,16,F,um,0
125082,40,M,lm,45000
48452,58,M,um,8762
163064,40,F,l,0
64535,39,F,um,45000
180887,20,F,l,0
86819,19,F,l,3000
169662,53,F,l,12312
175743,68,F,l,10463
4828,35,M,um,79046
148550,35,M,w,21910
27218,45,M,um,126600
86542,36,M,lm,64038
122551,59,M,lm,25000
38939,48,F,um,95037
11669,49,M,um,101065
176082,80,F,l,10200
15925,45,F,um,170000
179831,28,M,l,0
16362,25,M,um,42080
123431,57,M,lm,22755
2212,43,M,u,402067
93772,30,M,lm,38000
154340,28,M,w,25000
114711,48,M,lm,8028
98341,32,M,lm,55288
119282,16,M,lm,9300
28574,51,M,um,61930
91049,27,F,lm,70130
83301,43,F,um,48002
46237,36,M,um,112076
41502,67,F,lm,0
36858,65,M,um,58250
28955,41,F,um,44004
103300,58,M,lm,60100
14952,62,M,um,125128
89090,29,M,lm,26501
8897,76,M,um,133229
4380,18,M,um,3043
23755,64,F,um,6623
167670,68,F,w,16961
13009,16,F,um,0
22587,22,M,um,37002
70936,61,F,um,28184
3000,41,F,u,50
65414,27,F,lm,31004
29946,26,F,lm,73043
112344,73,F,lm,53456
149660,23,M,w,29000
182378,31,M,l,40
37030,34,M,um,48340
76249,15,M,um,0
103494,41,F,lm,60029
122970,60,M,lm,46009
171522,27,M,l,12000
121607,17,F,lm,0
76007,31,F,lm,33010
58860,42,M,um,32520
46632,33,M,um,30030
133357,70,M,lm,18062
60533,71,M,um,36453
144555,20,F,lm,0
178970,16,M,l,0
101243,33,M,w,23920
99726,26,M,lm,63018
37167,61,M,um,131217
47665,29,F,um,33000
87783,21,F,lm,26000
68602,48,M,um,86192
13859,48,F,um,46
130250,75,F,lm,26359
173085,35,M,l,12841
4444,39,F,um,13309
144650,71,F,lm,21048
24258,62,M,um,114385
110203,25,M,lm,55010
68610,61,F,um,61202
134286,29,M,lm,38505
54089,65,F,um,17145
29636,24,M,um,25000
82458,39,M,um,77397
69456,36,M,um,55000
99200,22,M,lm,0
149794,65,M,w,28928
38324,50,F,um,83200
71479,54,F,um,20
101004,34,F,lm,62000
54677,31,M,um,105888
20314,23,M,um,15000
182765,58,M,l,750
172124,38,M,l,10000
88975,36,M,lm,61000
142901,26,F,w,0
20723,35,F,um,80050
25506,47,M,um,155896
124816,49,M,lm,45000
82213,56,M,um,48817
164624,58,M,w,8796
102505,69,F,lm,60759
96329,47,F,lm,65651
49830,25,M,um,30500
133974,53,M,lm,0
80459,30,M,lm,25210
32126,68,M,um,141164
82727,31,M,um,49000
7881,70,M,um,95257
92979,45,M,lm,10787
99112,54,F,lm,41980
90325,57,F,lm,18000
128209,57,F,w,17000
82698,32,F,um,25003
145384,80,M,lm,14400
39522,41,M,um,58003
63610,35,M,um,13259
33565,15,M,lm,0
130707,19,M,lm,7100
25419,30,M,um,121050
98071,60,F,lm,14703
165731,22,M,l,9000
49202,17,M,um,2
19553,15,M,um,6
128487,18,M,lm,0
92194,41,M,lm,0
58840,52,F,um,100910
53187,56,F,um,25951
179133,46,M,l,2
124564,20,F,l,10000
88232,34,F,lm,60016
145542,18,F,lm,0
98436,33,F,lm,900
164898,36,M,w,19000
21691,37,F,um,46924
100975,15,F,lm,0
17981,50,F,um,110646
121755,24,F,lm,0
19773,72,M,um,76563
177377,37,F,l,0
67046,54,M,um,92010
40813,35,F,um,60008
119097,17,F,lm,0
18581,45,F,um,94150
279,63,F,u,1099999
175921,21,F,l,10300
34743,16,F,um,1
34300,20,M,w,22505
169073,61,M,l,7000
104631,48,F,l,0
46247,39,F,um,97426
107290,41,F,lm,20000
100250,49,F,lm,12000
178961,16,M,l,0
78603,58,F,um,51568
53592,17,F,um,0
98324,39,M,lm,36320
174962,49,M,l,11201
125980,64,M,lm,44016
110922,18,M,lm,0
98516,24,F,lm,48007
47745,32,M,um,20000
166210,15,M,w,0
105538,39,F,lm,9000
138812,38,F,lm,35388
16971,38,F,lm,33000
162048,23,M,l,15000
10310,20,F,um,0
96980,22,M,lm,14000
153384,67,F,w,13835
124033,69,M,l,0
38202,46,F,um,16437
116366,57,F,lm,14851
125768,17,F,lm,0
165012,57,M,w,18864
157626,36,F,w,0
144822,26,F,lm,31000
39254,44,F,um,28000
46531,21,F,um,20004
27773,41,M,um,90261
17122,51,F,um,59002
129309,69,M,lm,31200
29821,30,F,um,91245
22598,32,M,um,13000
51649,31,F,lm,50014
163157,17,F,w,0
144891,80,F,lm,12240
3378,38,M,l,9900
168437,48,F,w,5260
10380,19,M,um,8611
92129,51,M,lm,31200
76485,17,F,um,0
21673,49,M,um,127982
2643,62,M,u,330000
133233,71,M,lm,27250
158740,49,M,w,23000
37524,26,F,um,10
89232,47,M,lm,40097
122661,57,F,lm,35920
46436,56,M,um,0
13089,37,F,l,4314
127867,41,F,lm,140
76661,30,M,um,25002
136408,28,F,lm,0
133342,68,M,lm,21085
94000,48,F,lm,21
143638,56,F,lm,0
163214,18,M,l,0
21980,48,M,um,99469
318,57,M,u,1101149
24715,16,M,um,0
171488,31,F,l,9659
9416,41,F,um,225010
137578,51,M,lm,18000
13961,35,F,lm,70020
131517,37,M,lm,30002
167990,33,M,w,16700
147858,20,M,w,0
165566,62,M,w,18336
88092,37,F,lm,12372
27788,17,F,um,2
150575,27,M,w,17000
34633,55,F,um,50005
150514,80,M,w,13163
170924,66,F,l,0
24790,55,M,um,123000
77206,61,F,um,32000
36090,18,M,um,3601
128014,46,M,l,13500
19137,85,M,um,72014
107083,54,M,w,30000
116650,73,F,lm,50180
176815,34,F,l,9828
21077,48,F,um,3174
156576,80,F,w,24448
74658,59,M,l,14400
68463,37,F,um,45205
20734,33,M,um,120110
26002,46,F,um,30000
70138,28,M,um,28000
136895,74,M,lm,36688
165413,41,M,w,18500
74932,48,M,um,18059
8387,52,M,um,143016
46610,67,F,um,116092
144639,19,F,l,0
91762,49,M,lm,0
61275,17,M,um,0
142542,17,F,lm,10025
30172,35,F,um,363
138946,24,M,l,6
126289,43,F,lm,3000
8854,55,M,um,145000
176341,45,F,l,10011
143266,68,F,lm,8005
11367,21,F,um,0
165527,18,F,w,4400
139901,31,F,lm,0
66775,25,M,um,72401
105468,52,M,lm,40001
114420,72,F,lm,0
33834,50,F,um,2
27749,21,F,lm,30400
8137,30,F,um,150000
46422,69,F,um,30000
33159,48,F,um,49320
99067,31,F,lm,32525
19237,17,F,um,21
93333,61,M,lm,51417
2527,58,F,u,105450
72805,39,M,um,65081
35962,46,M,um,53539
175445,75,F,l,10800
168126,64,F,w,5108
84964,56,F,um,30030
109420,51,F,lm,14808
119566,36,F,lm,8655
181396,34,F,l,3600
80431,31,M,um,78001
67380,57,F,um,90000
149807,61,M,w,28919
109048,18,F,w,4000
69384,35,M,um,41000
19603,34,F,um,24400
76221,62,F,um,24927
2695,55,M,u,301700
109873,60,F,lm,43415
147308,33,F,lm,30010
46046,34,M,um,58044
74340,53,M,um,38802
141823,56,M,lm,18900
68271,46,M,um,47601
52471,17,M,um,28000
34593,24,F,l,14196
59911,32,M,um,50005
158193,80,F,w,23311
1277,42,M,u,90002
54914,57,F,lm,64500
54346,28,F,um,40001
23270,29,M,um,151800
161864,58,F,w,19456
178127,55,F,l,8796
171968,79,F,l,6600
129235,39,F,lm,40329
53964,29,M,um,72600
106826,35,M,w,28312
184509,67,M,l,0
72780,72,M,um,73900
34486,15,F,um,0
159613,73,F,w,7851
25209,23,M,um,67000
178535,15,F,l,0
16291,37,F,um,103013
164783,49,M,w,19000
124536,42,F,lm,0
44739,63,F,um,49200
168008,71,F,w,16680
22976,30,M,lm,34006
55956,38,M,um,42000
25668,68,F,um,7979
160851,28,F,w,20010
20853,25,M,um,170006
119836,33,F,w,17235
156483,68,F,l,9048
113561,23,F,lm,31000
132952,24,F,l,12500
111856,31,M,w,25000
87210,61,F,lm,73427
182355,30,M,l,1600
160594,26,M,w,11960
143934,75,F,lm,32038
17480,58,F,um,37770
63825,20,F,um,7000
135661,64,F,lm,27570
54627,34,F,um,41000
107544,58,F,lm,204
5654,65,M,um,193823
131081,28,F,l,150
112600,26,F,l,7222
183934,33,M,l,0
57120,17,M,lm,0
181366,64,F,l,3672
48469,64,M,um,97025
6689,54,F,um,15011
49797,35,M,lm,60440
33317,61,M,um,109107
94332,62,F,lm,60000
2422,53,F,u,41700
137861,49,F,lm,1
166712,85,M,w,6840
7494,54,M,um,252251
22540,34,F,um,60000
24229,20,F,um,0
10562,58,M,um,121455
100859,15,M,lm,0
184807,19,M,l,0
101421,63,F,lm,14417
115968,52,M,lm,33000
97807,27,F,l,910
12286,16,F,um,0
13947,32,M,um,55056
135952,33,M,lm,23000
68209,44,F,um,45720
50820,22,F,um,8002
155419,44,F,w,25000
125070,68,F,lm,45000
76224,34,M,um,22000
86973,59,F,lm,16012
8663,25,F,l,0
159148,71,M,w,22718
12629,17,M,um,10
91401,61,M,lm,35004
89132,32,M,lm,25000
49047,26,F,lm,56432
131435,36,M,lm,35010
174395,78,M,l,11912
101462,57,M,lm,61611
86744,17,F,lm,10000
164455,80,F,w,19248
36354,51,M,um,55008
3950,31,M,um,150029
59296,41,F,um,22000
28631,32,M,um,149625
171314,51,F,l,14367
150301,41,F,w,20000
72326,48,M,um,56275
181987,40,F,l,0
126360,31,M,lm,35000
32636,38,M,um,95081
149651,16,F,w,0
110777,34,F,lm,0
107711,29,F,lm,12003
47838,46,M,um,95305
179982,69,F,l,6059
172295,47,M,l,11184
23077,19,F,um,11000
158990,40,F,w,19199
139905,71,M,lm,35000
54339,64,M,um,106124
117233,26,F,lm,50005
106048,64,M,lm,46408
102937,21,F,lm,11
81550,43,F,um,1219
92191,46,F,w,19496
128532,30,M,lm,24010
58915,67,F,um,100785
27107,18,F,um,0
93362,56,F,lm,36003
167011,68,F,w,17402
100732,44,M,lm,32104
81814,48,F,um,78017
15770,53,F,um,92650
151648,42,F,l,0
151948,20,M,w,5000
18085,56,F,um,85034
22310,44,F,um,42500
66577,54,F,um,3991
59090,31,M,lm,63510
40432,58,M,lm,63001
163319,42,M,w,20000
7496,64,M,um,212739
142727,73,M,lm,23110
50664,65,F,um,20339
121708,29,F,lm,47006
112139,67,F,l,7380
110429,33,M,lm,55000
74446,85,M,um,11621
11295,30,F,um,105045
177513,65,F,l,0
153517,28,F,w,26050
140446,64,F,lm,7176
48094,42,F,um,7024
111629,80,M,lm,54033
181227,19,M,l,4000
107219,76,M,lm,41459
165940,38,M,w,18016
47935,33,F,um,24200
112608,28,M,lm,26210
179400,20,M,l,7200
181344,62,M,l,1
101535,58,M,lm,61510
59935,37,F,um,0
123087,16,M,lm,0
81869,43,F,um,33005
92346,80,F,lm,53580
76883,34,F,w,22050
109444,53,F,lm,55601
113388,38,F,lm,0
153422,35,F,l,10000
34893,64,F,um,24432
177322,38,F,l,0
138544,43,F,lm,18842
24248,30,M,lm,57003
136435,45,F,l,15000
135875,50,M,lm,37379
173167,73,M,l,4859
160220,36,M,w,22000
28677,68,M,um,90016
43019,80,F,um,30672
147959,18,F,w,0
125124,38,M,lm,42155
12610,57,M,um,99000
56948,21,F,l,15000
152165,80,F,w,27014
63613,56,M,um,30688
109154,34,F,lm,55926
49025,74,F,um,76924
104395,49,M,lm,35000
79585,43,M,um,80002
153295,62,F,w,0
7340,85,M,um,134283
87004,22,M,lm,0
20146,52,F,um,33102
160093,75,M,w,22000
99213,60,M,lm,50000
17693,42,M,um,131331
116024,73,F,lm,26679
138885,85,M,lm,28236
137631,49,F,lm,24000
122393,40,F,lm,46500
174247,32,F,l,12000
148865,18,M,w,0
139187,51,M,lm,0
19486,50,M,um,150100
16627,55,M,um,100112
72412,24,F,w,24530
123031,61,F,lm,26000
126591,17,M,lm,0
75349,62,F,um,17945
15398,20,M,um,12000
70678,67,M,um,69135
110708,67,M,lm,40000
26048,19,M,um,4022
184348,20,M,l,0
137815,64,F,lm,36009
141191,28,M,w,20000
131545,38,M,lm,40003
3209,51,F,um,216066
178733,41,F,l,1800
144132,26,M,lm,32001
180063,60,F,l,6000
71182,20,F,um,3002
183509,21,M,l,1
17222,37,F,um,1185
167883,44,M,w,16800
72158,18,M,um,0
57140,32,M,lm,25000
157239,52,M,w,24000
136925,16,M,lm,10465
114369,30,M,lm,40000
106863,31,M,lm,57883
41266,65,F,um,6013
176,50,M,u,1129000
70255,57,M,um,73000
119493,28,F,lm,10705
66078,39,F,lm,45000
139963,56,M,lm,35000
82372,25,F,um,0
164166,41,M,w,2500
147970,52,M,w,30000
79054,20,F,lm,11208
7653,46,F,um,728
102253,44,M,lm,61000
32684,39,F,um,80048
145379,77,F,lm,7260
101127,40,M,lm,36000
14604,72,F,um,18710
140725,22,F,w,26000
176089,35,F,l,10196
181389,38,F,l,0
155524,59,M,w,25000
147686,54,M,w,30000
100200,59,M,lm,62677
57052,22,F,um,3000
171413,24,M,l,0
9547,48,M,um,189000
42556,48,M,um,92000
153249,63,F,w,8796
15198,65,F,um,112559
143046,19,M,l,0
6,37,M,u,1113999
11824,64,M,um,2000
117333,15,F,lm,0
101862,53,F,lm,61202
65902,36,M,um,38000
44242,57,M,um,10004
112971,47,F,lm,15002
122580,80,M,lm,43885
144637,20,F,l,21
148135,31,M,w,30000
173084,85,F,l,12850
36071,16,F,um,609
120882,68,M,lm,47928
40834,22,F,um,17000
95792,38,F,lm,66057
129180,35,F,lm,18000
22678,50,M,um,82501
94343,28,F,lm,25000
38715,50,M,um,58005
53675,51,M,um,55056
163278,17,M,w,0
96632,37,F,lm,5775
18102,69,M,lm,35000
6024,77,F,um,20448
166389,52,M,w,18000
78534,37,F,um,29015
127017,27,F,lm,6104
69425,28,F,l,0
87218,47,F,lm,23388
174640,52,F,l,0
42417,32,F,um,4800
174111,30,M,l,12000
12166,45,M,um,120073
156734,69,M,w,20105
35446,61,F,um,82000
11774,61,F,um,70067
88221,36,F,lm,0
171419,48,F,l,11011
46043,50,M,um,88002
70577,63,M,um,60269
131880,33,F,lm,0
35510,28,M,um,65000
30013,60,F,um,92325
173446,72,F,l,0
121,51,M,u,1180014
98744,59,F,lm,17000
158750,62,M,w,23000
143659,35,F,w,19093
33598,53,M,um,72308
5127,57,M,um,140520
102704,20,M,lm,3600
164102,80,M,w,11196
95468,47,F,lm,5205
90491,23,M,lm,14560
75345,29,M,um,56800
80844,45,M,um,66006
133452,60,M,lm,34008
5095,27,M,um,86230
35929,25,M,um,134000
128469,30,M,w,24002
91155,40,F,l,0
142966,21,F,l,0
83255,73,F,um,17404
159841,44,F,w,2400
121164,33,F,lm,35007
74317,37,M,um,69851
115878,27,M,lm,18000
55356,41,F,um,20000
66710,67,M,um,46276
165968,31,F,w,0
48874,52,F,um,52002
6818,57,F,um,110055
87414,17,M,lm,0
161666,73,F,w,20876
124789,37,M,lm,45000
115003,65,F,lm,39536
67549,62,M,um,39492
15058,33,F,um,87820
164406,63,M,l,9036
67316,44,M,um,30100
161263,28,F,w,21042
115017,54,M,lm,36550
34937,60,M,um,80000
60725,42,M,um,68000
121524,38,F,lm,46653
158813,36,M,w,23000
103630,16,M,lm,5
84552,26,F,lm,55003
42546,54,M,um,102002
119824,62,F,lm,40000
151307,59,F,w,26100
78870,40,F,um,40000
94421,22,M,lm,4002
157953,80,F,w,23532
164192,38,M,w,0
132398,38,F,lm,10000
48897,53,M,um,80015
184511,57,M,l,0
46691,41,M,um,60016
7009,50,F,um,3059
61410,22,F,um,0
123989,59,F,lm,45200
131410,34,M,lm,40013
32863,30,M,um,100020
167684,85,F,w,6132
137966,37,M,lm,36000
181732,26,F,l,0
94120,80,F,l,12059
112757,53,M,lm,53101
55515,30,F,um,70000
113683,75,M,lm,16385
163549,15,F,w,0
45125,64,F,um,15712
29462,44,M,um,117506
130712,19,M,lm,0
90743,62,F,lm,26250
148032,55,M,w,30000
47301,51,M,um,55000
43880,40,M,um,120050
166205,77,M,w,8400
106475,32,M,lm,58030
75086,19,M,um,24000
64752,62,M,um,80135
38087,34,M,lm,65000
113360,52,F,lm,10020
103164,61,F,lm,10084
18907,24,F,um,0
121854,36,F,lm,12000
82244,65,F,um,36524
113041,31,F,lm,18000
140787,57,F,lm,12500
43246,55,M,um,115002
129314,61,M,lm,12959
53531,62,F,um,57013
122092,67,F,lm,10598
141480,16,F,lm,0
156513,39,F,l,0
60664,47,F,um,10001
162444,22,M,w,20255
65880,32,F,um,2060
94587,70,M,lm,58159
146683,58,F,lm,30340
111595,21,F,lm,14060
167800,60,M,w,16828
20437,31,F,um,30053
175428,73,F,l,10800
82825,42,F,um,9000
120419,34,M,lm,48003
52381,60,M,um,48800
100908,29,F,lm,37006
42287,37,F,um,63672
122796,64,F,lm,14854
64835,30,M,w,24802
178557,52,F,l,0
108229,41,F,lm,600
41256,51,M,um,45253
37129,53,M,um,29000
16341,42,M,um,75162
111030,28,F,lm,34651
161767,15,F,w,0
45760,29,F,um,18500
61243,51,F,um,98831
8516,31,F,um,156600
60768,75,M,um,52005
148292,18,M,w,0
124259,43,M,lm,45032
7110,55,F,um,131783
185331,46,M,l,0
42054,42,F,um,58005
38713,45,M,lm,50002
129097,29,F,lm,19000
130876,72,M,lm,26768
121584,23,M,lm,0
90135,20,F,lm,4000
104365,55,F,lm,30000
133458,61,F,lm,39012
180286,16,F,l,0
165740,78,M,w,1800
54316,57,F,um,56084
57131,49,F,lm,30000
40995,58,F,um,54017
105479,41,M,lm,50000
53700,34,M,um,107000
80448,51,M,um,79374
40178,47,F,um,45600
108155,59,M,lm,24690
118203,66,F,lm,45000
50294,16,F,um,12505
124312,58,F,lm,45017
34109,16,F,um,0
47868,50,F,um,20000
11908,25,F,um,53014
77475,22,M,um,19000
152463,24,F,w,0
114229,15,F,lm,2
15310,61,M,um,150200
60564,43,M,um,27000
45821,15,F,um,0
128374,67,F,lm,42071
165262,25,F,w,18602
116397,28,F,lm,50375
99136,64,M,lm,63640
50512,69,M,um,72539
163793,71,F,w,19920
181119,30,M,l,0
6234,32,M,um,60029
41453,23,F,um,4000
178966,54,F,l,7910
137501,72,F,w,17000
145056,36,M,lm,30001
150188,45,M,w,0
106867,29,F,l,12000
21665,26,F,um,0
178256,37,M,l,8676
88166,46,F,lm,35502
42197,52,M,um,80102
38778,41,F,um,128370
86656,32,M,lm,74004
142145,41,F,l,9840
76461,18,M,um,12000
16038,59,M,um,59583
115127,38,F,l,0
170816,73,F,l,0
58240,25,M,um,36400
98045,66,F,lm,64655
177673,45,F,l,3000
63103,22,F,um,4500
69395,38,F,um,90000
52896,44,M,um,48002
121897,29,F,lm,0
140090,33,M,lm,20000
89283,65,F,l,0
165266,70,F,w,18600
1183,25,F,u,82058
83744,20,F,um,3800
184314,59,M,l,0
89428,72,M,lm,18708
28771,63,F,um,17000
20565,38,F,um,80712
87497,60,M,lm,45035
181499,22,M,l,3500
158565,44,F,w,23002
90321,77,M,lm,39288
139747,43,M,lm,35000
136244,16,F,lm,3960
17343,66,F,um,53002
178899,16,F,l,0
63809,16,F,um,0
119581,85,F,lm,48639
143407,68,M,lm,32573
180528,16,M,l,2063
95996,16,M,lm,50000
170357,15,M,l,0
149655,31,M,w,29000
103558,29,F,w,29815
14196,75,F,um,6000
105664,44,F,lm,32575
2813,63,M,u,345250
84286,37,M,um,36000
127117,55,M,lm,43029
17231,51,M,um,30000
103059,46,F,lm,17500
72662,15,M,um,31259
101662,66,M,lm,24146
92768,15,M,lm,0
39692,43,F,um,50032
79010,56,M,um,40126
141758,48,F,lm,9504
3059,31,F,u,55000
144406,39,F,lm,32000
107259,55,M,lm,34000
140392,51,F,lm,34893
62948,45,M,um,96509
122158,58,M,lm,27770
82748,68,M,um,59289
21721,70,F,lm,56868
153609,17,F,w,2
122367,60,F,lm,40508
131387,32,M,lm,40012
67743,56,M,um,90225
25906,55,F,um,75017
34290,65,F,um,27214
51320,35,F,um,65003
44608,67,M,um,69500
90403,52,F,lm,7200
45543,59,M,um,88020
143907,70,F,lm,15663
41443,43,M,um,62010
80458,29,F,lm,31000
33265,72,F,lm,39297
16275,18,F,um,20001
65973,62,F,um,0
58320,42,F,um,18000
115149,85,F,lm,16848
125840,19,M,lm,15504
59303,18,M,um,7511
134551,68,F,lm,13001
100621,80,M,lm,43740
6682,46,M,um,146266
167140,36,F,w,0
14866,46,M,um,142023
54745,53,F,um,3000
79071,31,F,um,35027
99530,72,F,lm,13176
157653,75,F,w,23856
86070,64,F,lm,42389
70141,31,M,um,34560
171334,77,F,l,14352
72666,56,M,um,54369
87531,25,M,w,23021
37653,56,F,um,55100
103786,48,M,lm,40005
38299,15,F,um,0
123797,37,F,lm,0
97811,67,F,lm,22459
158344,34,F,w,24
103813,61,F,lm,60004
14690,47,M,um,125003
174950,21,M,l,0
140426,69,M,lm,18059
160606,34,F,w,21700
15784,52,F,um,110100
18585,48,M,um,113204
174611,31,M,l,11075
143687,69,F,lm,8400
47118,35,F,um,15323
69221,42,M,um,60000
7495,45,M,l,0
67542,20,F,um,27000
47942,46,F,um,7700
66528,55,M,lm,43402
133798,26,M,lm,38952
146297,22,F,w,28001
32856,55,F,um,140021
41215,36,M,um,108618
20763,69,M,um,168397
169644,80,F,l,15371
6131,46,M,um,270745
99850,47,M,lm,43000
66949,32,M,um,92040
176943,72,M,l,9661
28737,32,M,um,25000
141496,44,F,lm,16000
19949,27,M,um,47001
180616,20,M,l,1004
99188,34,M,l,8400
112434,37,F,lm,53400
82097,37,F,um,14016
134249,51,F,lm,6015
116662,85,M,lm,39208
147672,30,F,w,30000
145992,33,M,lm,31000
79908,30,F,w,18000
101514,62,F,lm,8337
152876,30,F,w,23562
88528,56,F,lm,30000
156404,70,M,w,24612
35121,15,F,um,0
181260,31,F,l,4000
109971,53,F,lm,55102
62289,69,M,um,31240
120661,43,F,lm,48000
137269,28,F,l,0
19528,64,F,um,53976
44349,49,M,um,60000
28945,40,M,um,56808
181583,17,F,l,0
123892,76,M,lm,18016
6377,54,M,lm,9000
183048,43,F,l,219
182990,33,M,l,0
103007,22,F,l,12304
87473,24,F,l,15000
30065,33,F,um,25000
127983,35,M,lm,0
158892,85,F,w,22896
138905,33,F,lm,1300
158495,40,F,w,5500
5080,46,F,um,16
150039,70,M,w,28662
103950,37,M,lm,60000
138174,15,M,lm,0
87400,16,M,lm,0
39557,50,F,um,0
58391,35,M,um,101340
1574,35,M,u,22000
172765,48,F,l,13082
102229,31,M,lm,26000
13469,74,M,um,70081
134202,60,F,lm,38558
183271,50,F,l,0
113784,42,M,lm,30260
90695,20,F,lm,3500
80347,28,M,um,51500
177626,31,M,l,9000
46772,32,F,um,55500
58063,56,M,um,85507
65038,37,M,lm,56000
108431,52,M,lm,56401
140052,25,F,l,0
122871,55,F,lm,8796
95447,67,M,lm,8136
157478,30,F,w,24000
140578,68,F,lm,34720
28893,19,M,um,25000
33311,45,F,um,50562
112254,40,F,lm,40000
58545,52,M,um,65104
53371,64,M,um,3000
182613,16,M,l,0
138401,15,F,lm,0
133133,78,M,lm,31561
13349,46,M,um,122516
57990,46,F,um,17000
113652,73,M,lm,35468
77959,26,M,um,19200
20339,69,M,um,171559
73378,29,F,um,500
178178,55,F,l,8760
36450,36,M,um,27867
151654,54,M,w,27500
99853,41,F,lm,36000
93527,44,M,lm,63170
105023,73,F,lm,20301
133095,40,M,lm,30314
130183,73,F,lm,12536
25208,45,F,um,45701
146114,56,M,lm,0
177876,52,F,l,8803
23035,64,M,um,25002
85805,66,F,lm,60387
96840,52,M,lm,65177
124878,25,F,lm,0
96441,59,F,lm,47840
94361,31,F,lm,31000
53798,16,M,um,0
34749,32,M,um,36000
165417,32,F,w,0
130627,42,M,lm,40500
148317,41,M,w,20000
172348,70,F,l,13347
26120,24,F,w,28000
160281,25,F,w,22000
116503,29,M,lm,50288
28461,35,F,um,150000
56538,85,M,lm,14459
127353,72,F,lm,0
144455,46,F,lm,0
33511,61,F,um,17702
22990,19,F,um,10656
22856,50,M,um,84058
171852,23,M,l,0
156973,22,F,w,900
154596,23,F,w,21
159114,68,F,w,7080
83119,56,F,um,11204
34110,61,M,um,98535
45365,17,F,um,1737
90462,58,M,lm,0
90537,28,M,lm,34180
146921,48,M,lm,30000
10778,56,F,um,125050
116142,85,M,lm,36397
25997,60,M,um,80000
154379,64,M,w,21770
28855,23,M,um,0
110539,18,F,lm,0
24109,51,M,um,100000
99540,33,F,lm,63146
126478,38,M,lm,25000
149892,62,M,w,28817
11423,49,M,l,13260
7721,46,M,um,215003
25285,15,F,um,400
72927,50,M,um,35000
71462,23,F,l,11748
87830,59,F,lm,45713
183327,18,F,l,0
128508,57,M,w,25011
126012,24,M,l,0
135620,68,M,lm,11604
163654,27,F,w,0
121301,45,M,lm,47400
76544,68,F,um,82518
11477,50,M,um,150194
98383,19,F,w,28750
40494,68,M,um,95262
62752,20,F,um,7000
158036,63,F,w,23484
145790,37,M,w,19000
164150,40,F,w,0
103918,54,M,lm,60000
116797,60,M,lm,20100
6554,35,M,um,115244
74747,57,F,um,84241
94632,74,M,lm,20495
11040,53,F,um,72170
57602,49,F,um,39000
155039,52,M,w,25
157704,15,M,w,0
78379,66,M,um,80134
119191,41,M,lm,36000
87552,31,F,lm,46000
172460,65,M,l,13260
14899,41,F,um,88010
118612,41,F,lm,49360
64208,28,M,um,40100
7737,59,M,um,212042
140033,26,F,lm,0
42781,61,F,um,52000
87714,30,M,lm,16000
145170,61,F,lm,13000
44521,38,F,um,119942
25030,53,F,um,64061
167404,31,M,w,0
110515,46,M,lm,55000
25978,32,M,um,40000
61090,54,M,um,63004
66488,55,M,um,82001
166892,31,F,w,17512
94454,40,M,lm,9600
88657,49,M,lm,57016
18543,40,F,um,26
111678,25,F,lm,0
55865,29,F,um,15000
110245,60,M,lm,55003
165773,55,F,w,0
79088,28,M,um,30000
99039,34,M,l,0
113367,47,F,lm,113
57012,52,F,um,18006
110202,57,F,lm,55010
98376,77,M,lm,50254
62644,37,F,um,31002
105601,18,F,lm,3000
51415,56,M,um,60000
60830,18,M,lm,4000
171583,80,F,l,14028
30096,34,M,um,51000
17442,25,F,um,47141
18313,64,F,um,47632
163610,39,F,w,20000
136803,26,F,lm,2800
106052,56,F,lm,5
58047,43,M,um,37659
174761,76,M,l,9361
159576,80,F,w,22344
20661,23,M,um,17160
104119,36,M,lm,60000
56401,50,F,um,23284
79108,45,F,um,0
17056,52,M,um,100040
46917,39,F,um,49000
37403,66,F,um,17487
34119,30,F,um,77010
147963,40,F,w,1000
21064,34,F,um,80146
54768,44,M,um,60380
117773,44,M,lm,50000
102717,54,F,lm,37177
100485,66,M,lm,44378
71171,48,M,um,19014
155840,35,M,w,25000
62184,15,F,um,0
47185,68,M,um,115346
129650,51,F,lm,6203
149467,58,F,w,29002
19375,42,F,um,65010
161922,67,M,w,11518
72011,73,F,l,0
130689,71,F,lm,40478
13237,40,M,um,198080
60656,64,F,um,99518
68195,63,M,um,21602
72002,50,F,um,56007
73444,37,F,lm,33403
72752,24,F,w,30000
79625,28,M,um,0
76503,24,M,um,0
41332,15,M,um,2024
40472,55,F,um,33172
147400,39,M,lm,30003
25915,44,M,um,87000
36538,66,F,um,77010
182802,18,M,l,600
119307,39,F,lm,48894
52348,53,F,um,20010
133910,38,M,lm,38853
66340,40,F,um,4
33473,61,F,um,79820
127073,34,M,lm,24960
148971,21,F,w,14500
31736,34,F,um,52100
140447,65,M,lm,12069
179769,52,M,l,6543
136632,52,F,lm,12948
147252,37,F,lm,25014
91862,26,M,lm,0
84594,20,F,um,12000
52513,63,M,um,62004
100497,71,M,lm,53256
31919,58,F,um,34637
43501,42,F,um,40252
137207,19,M,lm,10000
166058,39,M,w,18000
119693,40,F,lm,48413
60941,31,F,um,43500
85179,37,F,um,20
31243,55,F,um,59827
29644,37,F,um,112000
103187,66,M,lm,60081
72593,38,M,um,46000
32895,31,F,um,140005
